dist,p,t,p_t_2,p_t_1,p_f_2,p_f_1
0.5270000000000001,6e-05,-3.545598070629173,0.0006025918553187829,0.00030129592765939145,0.00010358189598564123,5.1790947992820614e-05
0.5280000000000001,0.00513,-2.4585713215237313,0.015728683142611083,0.007864341571305541,0.011080327069557815,0.005540163534778908
0.5290000000000001,0.00043,-3.336800077813467,0.0012122658792361942,0.0006061329396180971,0.0006675254039016038,0.0003337627019508019
0.5300000000000001,0.00248,-3.1480927373831933,0.0022039030085261703,0.0011019515042630852,0.004777792719459478,0.002388896359729739
0.5310000000000001,0.00146,-3.0552896683988107,0.0029275010713740823,0.0014637505356870412,0.0030446337622806914,0.0015223168811403457
0.5320000000000001,6e-05,-3.787181151376004,0.0002728742442312615,0.00013643712211563075,0.00023058721637078352,0.00011529360818539176
0.5330000000000001,0.00128,-3.3020238133005573,0.0013415048674938017,0.0006707524337469009,0.002507110457801276,0.001253555228900638
0.5340000000000001,1e-05,-4.166797102024574,6.666782190421941e-05,3.3333910952109705e-05,5.308225076587652e-05,2.654112538293826e-05
0.5350000000000001,0.01481,-2.22592818654376,0.028702312047805816,0.014351156023902908,0.03073069063235305,0.015365345316176525
0.5360000000000001,0.0743,-1.4295585919817648,0.15602426167338782,0.07801213083669391,0.15515888572392028,0.07757944286196014
0.5370000000000001,0.00092,-3.4178110793040055,0.0009225783098526269,0.00046128915492631346,0.001915939015152284,0.000957969507576142
0.5380000000000001,0.00021,-3.6083824513179734,0.00048813280585754764,0.00024406640292877382,0.00042701140778270933,0.00021350570389135466
0.5390000000000001,1e-05,-4.693017668425528,8.750327480857252e-06,4.375163740428626e-06,2.3239571856390636e-06,1.1619785928195318e-06
0.5400000000000001,1e-05,-3.8635717743539364,0.0002007395799642623,0.00010036978998213114,2.0326837769147876e-05,1.0163418884573938e-05
0.5410000000000001,9e-05,-4.013762371154157,0.00011705731570702682,5.852865785351341e-05,0.00018187746858487315,9.093873429243658e-05
0.5420000000000001,1e-05,-4.870739621299388,4.992507891311059e-06,2.4962539456555296e-06,9.060623855234714e-08,4.530311927617357e-08
0.5430000000000001,1e-05,-5.276244847419661,8.169704031841185e-07,4.0848520159205923e-07,8.912237226402185e-08,4.456118613201092e-08
0.5440000000000002,1e-05,-4.228625309992587,5.594382572336916e-05,2.797191286168458e-05,4.15756432219989e-06,2.078782161099945e-06
0.5450000000000002,1e-05,-6.916353743098885,4.785624527073828e-10,2.392812263536914e-10,4.2581332712023754e-10,2.1290666356011877e-10
0.5460000000000002,1e-05,-5.5291332721354935,2.694613989667947e-07,1.3473069948339735e-07,1.9140037056610166e-07,9.570018528305083e-08
0.5470000000000002,1e-05,-6.982886530985137,3.938952409166365e-10,1.9694762045831826e-10,1.10813092175528e-10,5.5406546087764e-11
0.5480000000000002,1e-05,-5.392276146972011,5.419496924965136e-07,2.709748462482568e-07,2.385926621266038e-07,1.192963310633019e-07
0.5490000000000002,1e-05,-5.304887186420015,7.121568899688473e-07,3.5607844498442367e-07,3.275478148478834e-07,1.637739074239417e-07
0.5500000000000002,2e-05,-4.3278894036540265,3.633387491467501e-05,1.8166937457337505e-05,2.0119142131339624e-05,1.0059571065669812e-05
0.5510000000000002,1e-05,-5.873345309857418,5.946653907252829e-08,2.9733269536264144e-08,2.3299380683092687e-07,1.1649690341546343e-07
0.5520000000000002,1e-05,-5.966262251340275,3.9127169462187486e-08,1.9563584731093743e-08,5.439321990941848e-09,2.719660995470924e-09
0.5530000000000002,1e-05,-4.866562481079835,4.386296670676557e-06,2.1931483353382786e-06,8.298620121639384e-07,4.149310060819692e-07
0.5540000000000002,1e-05,-5.621767162339726,1.8863669301028152e-07,9.431834650514076e-08,3.69660415258312e-06,1.84830207629156e-06
0.5550000000000002,1e-05,-5.085205969227285,1.7655760939351359e-06,8.827880469675679e-07,2.6854212958123553e-07,1.3427106479061777e-07
0.5560000000000002,1e-05,-4.4202604404517345,2.5539012637417148e-05,1.2769506318708574e-05,8.142365719126585e-07,4.0711828595632924e-07
0.5570000000000002,1e-05,-6.296688812298196,8.928003850707209e-09,4.4640019253536045e-09,2.1509120293336706e-09,1.0754560146668353e-09
0.5580000000000002,1e-05,-4.521715901227281,1.7731956457801954e-05,8.865978228900977e-06,1.1329582385559767e-06,5.664791192779883e-07
0.5590000000000002,1e-05,-6.167929515712752,1.5569102352598086e-08,7.784551176299043e-09,6.261651763873795e-11,3.130825881936897e-11
0.5600000000000002,1e-05,-5.171980894194636,1.249360822462697e-06,6.246804112313485e-07,1.5099065017324948e-07,7.549532508662474e-08
0.5610000000000002,1e-05,-7.263263743423807,1.047536364118898e-10,5.23768182059449e-11,5.289796051079214e-13,2.644898025539607e-13
0.5620000000000002,1e-05,-4.268368660371599,4.55623976195234e-05,2.27811988097617e-05,1.3575775554367634e-05,6.787887777183817e-06
0.5630000000000002,1e-05,-5.606142268764547,1.918253531277336e-07,9.59126765638668e-08,1.5616427478980938e-08,7.808213739490469e-09
0.5640000000000002,1e-05,-5.056685688979374,2.013323219870518e-06,1.006661609935259e-06,5.476458485639401e-07,2.7382292428197003e-07
0.5650000000000002,1e-05,-5.229998695193077,9.61638058903911e-07,4.808190294519555e-07,2.3015060895808068e-07,1.1507530447904034e-07
0.5660000000000002,1e-05,-7.3102727782868175,8.38044890246333e-11,4.190224451231665e-11,8.452368108269298e-15,4.226184054134649e-15
0.5670000000000002,1e-05,-6.323532392611755,7.809724638794971e-09,3.9048623193974855e-09,7.46024752295729e-10,3.730123761478645e-10
0.5680000000000002,1e-05,-4.8911877700952555,3.941704890052979e-06,1.9708524450264895e-06,6.772977987489283e-07,3.3864889937446417e-07
0.5690000000000002,1e-05,-7.379461351251832,5.965676260967636e-11,2.982838130483818e-11,1.8368914425092553e-11,9.184457212546277e-12
0.5700000000000002,1e-05,-8.10186208726971,1.5883754701093901e-12,7.941877350546951e-13,1.0091827744585017e-15,5.045913872292508e-16
0.5710000000000002,1e-05,-9.828837727857259,8.999709629508714e-16,4.499854814754357e-16,3.0664157043534704e-19,1.5332078521767352e-19
0.5720000000000002,1e-05,-8.842423122883945,4.087717626236491e-14,2.0438588131182455e-14,5.217426447782533e-16,2.6087132238912663e-16
0.5730000000000002,1e-05,-6.618196937289905,2.043735807783343e-09,1.0218679038916714e-09,1.4170236608102615e-12,7.085118304051308e-13
0.5740000000000002,1e-05,-9.066671047936332,1.3226776238021747e-14,6.613388119010874e-15,3.25440247178025e-19,1.627201235890125e-19
0.5750000000000002,1e-05,-7.341361356649944,1.0211536859986079e-10,5.1057684299930394e-11,1.6094318961153222e-11,8.047159480576611e-12
0.5760000000000002,1e-05,-8.03850615100556,2.4850224872856892e-12,1.2425112436428446e-12,5.737771838228888e-14,2.868885919114444e-14
0.5770000000000002,1e-05,-8.2672736773647,6.938066659903166e-13,3.469033329951583e-13,1.350306116318927e-17,6.751530581594635e-18
0.5780000000000002,1e-05,-9.039961794689427,1.4685419557071546e-14,7.342709778535773e-15,5.352036349562418e-21,2.676018174781209e-21
0.5790000000000002,1e-05,-8.982913066759448,1.9574964459846053e-14,9.787482229923027e-15,1.0530379939381286e-18,5.265189969690643e-19
0.5800000000000002,1e-05,-8.10265376362912,1.7218772122650845e-12,8.609386061325422e-13,1.0429811873249816e-20,5.214905936624908e-21
0.5810000000000002,1e-05,-8.715457852711692,7.880399776856134e-14,3.940199888428067e-14,2.700755299676384e-14,1.350377649838192e-14
0.5820000000000002,1e-05,-9.313278084352756,3.9749860169643665e-15,1.9874930084821832e-15,7.696066685762413e-22,3.8480333428812066e-22
0.5830000000000002,1e-05,-8.614809174499507,1.2291862585791313e-13,6.145931292895656e-14,9.46509661664203e-19,4.732548308321015e-19
0.5840000000000002,1e-05,-7.79285709044987,7.027011623870052e-12,3.513505811935026e-12,1.1144889639484923e-16,5.572444819742461e-17
0.5850000000000002,1e-05,-6.4075952024690395,5.644676404828314e-09,2.822338202414157e-09,2.7119480992002375e-11,1.3559740496001188e-11
0.5860000000000002,1e-05,-9.47043672134128,2.8287039700228853e-15,1.4143519850114427e-15,6.308090046387579e-17,3.1540450231937897e-17
0.5870000000000002,1e-05,-9.640527151431465,7.621511391346825e-16,3.8107556956734123e-16,1.6675393318475723e-22,8.337696659237861e-23
0.5880000000000002,1e-05,-6.796027232229475,9.088829681444555e-10,4.5444148407222774e-10,1.3176226729751753e-13,6.588113364875876e-14
0.5890000000000002,1e-05,-7.795689713881187,9.264724892603187e-12,4.6323624463015936e-12,2.6840288608386567e-15,1.3420144304193284e-15
0.5900000000000002,1e-05,-9.73713145216192,4.984171437294198e-16,2.492085718647099e-16,8.003837295351205e-27,4.0019186476756025e-27
0.5910000000000002,1e-05,-8.641678410966588,1.1000873835615874e-13,5.500436917807937e-14,8.893431238161846e-20,4.446715619080923e-20
0.5920000000000002,1e-05,-10.109786017145266,8.827516589257961e-17,4.4137582946289803e-17,6.38984790442498e-25,3.19492395221249e-25
0.5930000000000002,1e-05,-7.664863879812617,1.4548608484935831e-11,7.274304242467916e-12,4.0946800319518016e-17,2.0473400159759008e-17
0.5940000000000002,1e-05,-11.445372823288256,9.57332619546121e-20,4.786663097730605e-20,3.8786599793026048e-31,1.9393299896513024e-31
0.5950000000000002,1e-05,-8.242629933036126,8.447063635306531e-13,4.2235318176532654e-13,2.3144554301593134e-18,1.1572277150796567e-18
0.5960000000000002,1e-05,-9.55027708652896,1.185510884829571e-15,5.927554424147855e-16,7.095556580266469e-21,3.5477782901332344e-21
0.5970000000000002,1e-05,-10.711698074783797,3.4788500746375474e-18,1.7394250373187737e-18,2.156098524502552e-22,1.078049262251276e-22
0.5980000000000002,1e-05,-12.633680473063125,2.7533521870291754e-22,1.3766760935145877e-22,1.2686743093556163e-34,6.343371546778081e-35
0.5990000000000002,1e-05,-9.268452177370285,4.695934275850017e-15,2.3479671379250086e-15,2.196964157064708e-22,1.098482078532354e-22
