0.2,0.33,0.25,0.254,0.25915,stat
0.0,0.0,0.008,0.0134,0.01485,diff
0.0,0.05,0.011,0.0138,0.01517,diff
0.0,0.02,0.014,0.0135,0.01516,diff
0.0,0.01,0.014,0.0142,0.01517,diff
0.0,0.03,0.017,0.0137,0.01463,diff
0.0,0.04,0.009,0.0137,0.01494,diff
0.0,0.0,0.015,0.0174,0.01521,diff
0.0,0.01,0.011,0.015,0.01499,diff
0.0,0.01,0.02,0.0155,0.0153,diff
0.0,0.01,0.014,0.0147,0.01497,diff
0.0,0.01,0.021,0.0155,0.0151,diff
0.3,0.04,0.012,0.0163,0.01441,diff
0.0,0.01,0.015,0.0145,0.01478,diff
0.1,0.02,0.015,0.0165,0.01549,diff
0.0,0.04,0.014,0.0153,0.01489,diff
0.0,0.02,0.018,0.0153,0.01543,diff
0.0,0.01,0.013,0.0173,0.01515,diff
0.0,0.02,0.014,0.0139,0.01446,diff
0.0,0.04,0.014,0.0161,0.01529,diff
0.0,0.02,0.011,0.015,0.01518,diff
0.0,0.01,0.014,0.0171,0.01586,diff
0.0,0.0,0.012,0.0138,0.0144,diff
0.0,0.02,0.011,0.0144,0.01498,diff
0.0,0.0,0.013,0.0158,0.01509,diff
0.0,0.0,0.015,0.0165,0.01518,diff
0.0,0.0,0.017,0.0156,0.01507,diff
0.0,0.01,0.021,0.0126,0.01483,diff
0.0,0.04,0.017,0.0137,0.01483,diff
0.0,0.0,0.01,0.0149,0.01578,diff
0.0,0.0,0.013,0.0144,0.01491,diff
0.0,0.0,0.015,0.0152,0.01502,diff
0.0,0.04,0.016,0.0168,0.01455,diff
0.0,0.02,0.014,0.0134,0.01486,diff
0.0,0.01,0.011,0.0149,0.01516,diff
0.0,0.0,0.014,0.0136,0.01445,diff
0.0,0.0,0.011,0.0123,0.0151,diff
0.0,0.02,0.018,0.0145,0.01467,diff
0.1,0.03,0.011,0.0155,0.01454,diff
0.0,0.0,0.01,0.0154,0.01427,diff
0.0,0.0,0.014,0.0148,0.01477,diff
0.0,0.03,0.023,0.0142,0.01486,diff
0.0,0.01,0.006,0.0145,0.01521,diff
0.1,0.02,0.031,0.0143,0.01486,diff
0.0,0.01,0.018,0.0149,0.01516,diff
0.0,0.02,0.018,0.0148,0.01448,diff
0.0,0.05,0.008,0.0151,0.01422,diff
0.0,0.02,0.025,0.0146,0.0146,diff
0.0,0.02,0.013,0.012,0.01512,diff
0.0,0.01,0.013,0.0135,0.0149,diff
0.0,0.01,0.023,0.0158,0.01461,diff
